Country,State Code,State Name,Town Code,Town Name
th,,,372268100,Chon Buri
th,,,349228047,Hat Yai
th,,,369279995,Hua Hin
th,,,383176350,Kalasin
th,,,383140283,Khon Kaen
th,,,389871948,Lampang
th,,,390627908,Lamphun
th,,,382276329,Maha Sarakham
th,,,375148122,Nakhon Nayok
th,,,373780006,Nakhon Pathom
th,,,378028210,Nakhon Ratchasima
th,,,380548007,Nakhon Sawan
th,,,391636077,Nan
th,,,373708018,Nonthaburi
th,,,374500052,Pathum Thani
th,,,371223995,Phetchaburi
th,,,384580027,Phitsanulok
th,,,373024061,Samut Prakan
th,,,349984056,Songkhla
th,,,378928483,Ubon Ratchathani
th,,,375183953,U Thong
tj,,,,-- please select
tj,,,462876878,Dushanbe
tj,,,469068962,Khujand
tk,,,,-- please select
tm,,,,-- please select
tm,,,460643838,Aşgabat
tl,,,,-- please select
tl,,,293178558,Dili
to,,,,-- please select
to,,,247896478,Nuku'alofa
tt,,,,-- please select
tt,,,362387849,Port of Spain
tt,,,10075,St. Augustine
tn,,,,-- please select
tn,,,452863082,al-Munastīr
tn,,,452467010,al-Qayrawān
tn,,,456823033,Carthago
tn,,,455418877,Jundūbah
tn,,,456499010,Manūbah
tn,,,446059010,Qābis
tn,,,447930878,Qafşah
tn,,,449119072,Şafāqis
tn,,,453043064,Sūsah
tn,,,456643022,Tunis
tr,,,,-- please select
tr,,,457221532,Adana
tr,,,470865041,Adapazarı
tr,,,463593054,Afyonkarahisar
tr,,,467769285,Ankara
tr,,,454341617,Antakya
tr,,,456825071,Antalya
tr,,,460316784,Aydın
tr,,,466760788,Balıkesir
tr,,,468596998,Bilecik
tr,,,464026049,Bingöl
tr,,,470721161,Bolu
tr,,,459849028,Burdur
tr,,,468740908,Bursa
tr,,,468596641,Çanakkale
tr,,,460028908,Denizli
tr,,,460534023,Diyarbakır
tr,,,474104656,Edirne
tr,,,463269923,Elazığ
tr,,,467698129,Erzurum
tr,,,467265052,Eskişehir
tr,,,457473739,Gaziantep
tr,,,470936944,Gebze
tr,,,459993055,İsparta
tr,,,471980900,İstanbul
tr,,,462368715,İzmir
tr,,,459417694,Kahramanmaraş
tr,,,470146307,Kars
tr,,,463485548,Kayseri
tr,,,456249711,Kilis
tr,,,467481352,Kırıkkale
tr,,,464961416,Kırşehir
tr,,,466652752,Kocaeli
tr,,,460389248,Konya
tr,,,465932998,Kütahya
tr,,,462117831,Malatya
tr,,,463088743,Manisa
tr,,,456537463,Mersin
tr,,,458012836,Muğla
tr,,,460749468,Niğde
tr,,,472665633,Samsun
tr,,,467121702,Sivas
tr,,,456933490,Tarsus
tr,,,471548752,Tekirdağ
tr,,,469101656,Tokat
tr,,,471621971,Trabzon
tr,,,457833879,Urfa
tr,,,462586340,Van
tr,,,470396928,Yalova
tv,,,,-- please select
tw,,,,-- please select
tw,,,414714142,Dànshuĭ
tw,,,409386053,Dŏuliù
tw,,,405498027,Gāoxióng
tw,,,407514034,Guāntián
tw,,,410394159,Huālián
tw,,,408558043,Jiāyì
tw,,,414498173,Jīlóng
tw,,,412482081,Miáolì
tw,,,405678048,Píngdōng
tw,,,410322096,Pŭlĭ
tw,,,406722025,Réndé
tw,,,414102145,Táiběi
tw,,,405966114,Táidōng
tw,,,406830019,Táinán
tw,,,410970068,Táizhōng
tw,,,414030131,Táoyuán
tw,,,413382098,Xīnzhú
tw,,,413202174,Yílán
tw,,,406902026,Yŏngkāng
tw,,,410718052,Zhānghuà
tz,,,,-- please select
tz,,,311925667,Arusha
tz,,,299469928,Dar es Salaam
tz,,,301809574,Dodoma
tz,,,306813828,Lushoto
tz,,,299469766,Morogoro
tz,,,311997734,Moshi
tz,,,314949289,Mwanza
ug,,,,-- please select
ug,,,324237246,Entebbe
ug,,,326433027,Fort Portal
ug,,,334029228,Gulu
ug,,,325605320,Jinja
ug,,,325173258,Kampala
ug,,,322833173,Masaka
ug,,,327945417,Mbale
ug,,,321861065,Mbarara
ug,,,326577417,Tororo
ua,,,,-- please select
ua,,,503229012,Bila Tserkva
ua,,,497900593,Chernivtsi
ua,,,498621462,Dniprodzerzhyns'k
ua,,,498441498,Dnipropetrovs'k
ua,,,496821782,Donetsk
ua,,,500132471,Ivano-Frankivs'k
ua,,,503949622,Kharkiv
ua,,,491889260,Kherson
ua,,,501932700,Khmel'nyts'kyy
ua,,,505569052,Kiev
ua,,,496533335,Kryvyy Rih
ua,,,498873933,Luhans'k
ua,,,506720533,Luts'k
ua,,,503408400,L'viv
ua,,,493113200,Mykolayiv
ua,,,491313073,Odesa
ua,,,505208652,Ostroh
ua,,,502509457,Poltava
ua,,,484581353,Sevastopol'
ua,,,485841410,Simferopol'
ua,,,507333478,Sumy
ua,,,502400558,Ternopil'
ua,,,499052230,Uzhhorod
ua,,,501248848,Vinnytsya
ua,,,496281517,Zaporizhzhya
ua,,,504920867,Zhytomyr
um,,,,-- please select
uy,,,,-- please select
uy,,,198480383,Montevideo
uz,,,,-- please select
uz,,,469429178,Fargona
uz,,,469969094,Ķüķon
uz,,,471625167,Namaņgan
uz,,,476915961,Nukus
uz,,,466800695,Samarkand
uz,,,472740930,Tashkent
va,,,,-- please select
va,,,474859246,Vatican City
vc,,,,-- please select
vc,,,371387877,Kingstown
ve,,,,-- please select
ve,,,360479528,Barcelona
ve,,,354970975,Barinas
ve,,,360191070,Barquisimeto
ve,,,361559312,Baruta
ve,,,361558855,Cabimas
ve,,,360119073,Cabudare
ve,,,361955307,Caracas
ve,,,354143738,Ciudad Guayana
ve,,,365123032,Coro
ve,,,361631582,Cumaná
ve,,,360875211,Guacara
ve,,,362638834,Maracaibo
ve,,,361199253,Maracay
ve,,,354250887,Mérida
ve,,,351982775,San Cristóbal
ve,,,359651264,San Juan de los Morros
ve,,,10061,Santa Bárbara del Zulia
ve,,,360803252,Turmero
ve,,,360839202,Valencia
ve,,,357562938,Valera
vg,,,,-- please select
vi,,,,-- please select
vi,,,390071506,Charlotte Amalie
vn,,,,-- please select
vn,,,363448682,Biên Hòa
vn,,,369676804,Buôn Ma Thuột
vn,,,360136578,Cần Thơ
vn,,,367084844,Đà Lạt
vn,,,381880821,Đà Nẵng
vn,,,399484632,Hải Dương
vn,,,399124668,Hải Phòng
vn,,,399736584,Hà Nội
vn,,,362836669,Ho Chi Minh City
vn,,,383356758,Huế
vn,,,361432543,Long Xuyên
vn,,,368128919,Nha Trang
vn,,,401644586,Thái Nguyên
vn,,,363556665,Thư Dầu Một
vn,,,359812634,Trà Vinh
vu,,,,-- please select
wf,,,,-- please select
ws,,,,-- please select
ws,,,274212824,Apia
ye,,,,-- please select
ye,,,370066503,'Adan
ye,,,376366913,al-Mukallā
ye,,,376438439,Đamār
ye,,,374314418,Ibb
ye,,,379390421,Şan'ā
ye,,,372982404,Ta'izz
za,,,,-- please select
za,,,205976683,Alice
za,,,219080623,Bloemfontein
za,,,201871846,Cape Town
za,,,216489099,Durban
za,,,204140652,Grahamstown
za,,,229736804,Johannesburg
za,,,220520477,Kimberley
za,,,227252662,Klerksdorp
za,,,231032561,Mmabatho
za,,,210332879,Mthatha
za,,,201764559,Port Elizabeth
za,,,231392822,Pretoria
za,,,228440917,Secunda
za,,,201907886,Stellenbosch
za,,,241401048,Thohoyandou
za,,,221564123,Upington
zm,,,,-- please select
zm,,,272036845,Kabwe
zm,,,277904822,Kitwe
zm,,,268508829,Lusaka
zm,,,265412748,Monze
zm,,,277328864,Ndola
zw,,,,-- please select
zw,,,261705132,Bindura
zw,,,251408858,Bulawayo
zw,,,261525018,Chinhoyi
zw,,,254000982,Gweru
zw,,,259869105,Harare
zw,,,258537155,Marondera
zw,,,251805082,Masvingo
zw,,,255729265,Mutare
us,ar,,,
us,mi,,,
us,as,,,
us,sd,,,
us,mn,,,
us,az,,,
us,tn,,,
us,mo,,,
us,ca,,,
us,tx,,,
us,mp,,,
us,co,,,
us,um,,,
us,ms,,,
us,ct,,,
us,ut,,,
us,mt,,,
us,dc,,,
us,va,,,
us,nc,,,
us,de,,,
us,vi,,,
us,nd,,,
us,fl,,,
us,vt,,,
us,ne,,,
us,ga,,,
us,wa,,,
us,nh,,,
us,gu,,,
us,wi,,,
us,nj,,,
us,hi,,,
us,wv,,,
us,nm,,,
us,ia,,,
us,wy,,,
us,nv,,,
us,id,,,
us,ny,,,
us,il,,,
us,oh,,,
us,in,,,
us,ok,,,
us,ks,,,
us,or,,,
us,ky,,,
us,pa,,,
us,la,,,
us,pr,,,
us,ma,,,
us,ak,,,
us,ri,,,
us,md,,,
us,al,,,
us,sc,,,
us,me,,,
